order_id,store_id,order_timestamp
1,1,2024-07-10 7:03:03
2,2,2024-07-02 1:46:56
3,2,2024-07-13 14:52:10
4,2,2024-07-16 4:09:25
5,3,2024-07-09 12:44:16
6,3,2024-07-13 10:44:54
7,2,2024-07-08 23:36:42
8,1,2024-07-12 8:23:54
9,2,2024-07-23 4:35:49
10,1,2024-07-06 23:09:15
11,1,2024-07-19 19:35:23
12,1,2024-07-24 3:37:20
13,3,2024-07-13 10:13:09
14,2,2024-07-18 14:04:36
15,3,2024-07-29 14:47:54
16,1,2024-07-24 3:54:38
17,1,2024-07-11 14:13:39
18,2,2024-07-26 8:33:59
19,3,2024-07-29 3:43:09
20,3,2024-07-09 14:27:40
21,1,2024-07-03 22:02:44
22,1,2024-07-22 0:32:30
23,3,2024-07-09 14:34:56
24,2,2024-07-10 7:02:05
25,1,2024-07-02 15:21:26
26,3,2024-07-07 15:48:42
27,3,2024-07-22 8:07:20
28,1,2024-07-27 17:21:50
29,1,2024-07-21 17:19:25
30,1,2024-07-25 18:45:25
31,2,2024-07-30 8:41:23
32,2,2024-07-12 19:50:01
33,2,2024-07-20 7:57:33
34,2,2024-07-23 4:33:08
35,3,2024-07-30 20:22:20
36,2,2024-07-01 15:06:55
37,1,2024-07-03 0:02:05
38,3,2024-07-11 3:01:17
39,2,2024-07-14 22:38:27
40,1,2024-07-18 21:16:11
41,3,2024-07-23 23:40:43
42,1,2024-07-28 9:42:29
43,2,2024-07-18 4:40:05
44,1,2024-07-08 4:15:25
45,1,2024-07-22 10:02:18
46,1,2024-07-30 23:44:44
47,1,2024-07-25 12:07:51
48,2,2024-07-30 1:22:42
49,1,2024-07-21 14:56:54
50,1,2024-07-10 11:30:42
51,2,2024-07-15 1:32:41
52,3,2024-07-12 23:35:42
53,3,2024-07-09 19:37:07
54,2,2024-07-27 19:21:08
55,1,2024-07-22 13:49:21
56,2,2024-07-07 5:41:54
57,3,2024-07-17 0:03:37
58,1,2024-07-26 16:06:03
59,1,2024-07-24 18:36:22
60,2,2024-07-07 13:46:19
61,1,2024-07-31 13:59:04
62,1,2024-07-01 7:55:23
63,1,2024-07-30 22:01:55
64,3,2024-07-10 9:20:28
65,3,2024-07-11 2:54:18
66,2,2024-07-02 7:27:15
67,2,2024-07-22 3:54:53
68,2,2024-07-02 13:29:49
69,3,2024-07-14 18:41:38
70,2,2024-07-01 18:31:15
71,2,2024-07-23 6:26:30
72,1,2024-07-16 13:52:28
73,1,2024-07-10 4:06:57
74,3,2024-07-14 12:04:38
75,1,2024-07-30 9:34:22
76,3,2024-07-17 17:45:25
77,2,2024-07-10 2:46:38
78,3,2024-07-15 14:48:26
79,1,2024-07-05 4:43:51
80,3,2024-07-20 4:22:24
81,2,2024-07-19 1:40:33
82,2,2024-07-18 8:50:11
83,3,2024-07-22 17:39:44
84,1,2024-07-30 13:03:36
85,2,2024-07-25 12:53:30
86,3,2024-07-28 23:26:22
87,2,2024-07-19 4:10:23
88,2,2024-07-17 18:43:12
89,2,2024-07-06 18:49:25
90,3,2024-07-31 22:01:30
91,2,2024-07-07 6:41:14
92,1,2024-07-23 15:59:29
93,2,2024-07-23 23:10:04
94,3,2024-07-15 14:53:56
95,2,2024-07-04 4:29:41
96,2,2024-07-27 9:00:11
97,3,2024-07-25 21:35:26
98,1,2024-07-12 13:35:36
99,1,2024-07-09 14:58:55
100,1,2024-07-22 11:52:52
101,2,2024-07-02 3:15:53
102,3,2024-07-14 6:41:51
103,1,2024-07-10 15:48:14
104,3,2024-07-11 7:29:10
105,1,2024-07-16 2:56:14
106,3,2024-07-02 8:46:05
107,2,2024-07-05 5:10:07
108,1,2024-07-05 2:35:41
109,3,2024-07-09 6:00:06
110,2,2024-07-16 16:40:33
111,3,2024-07-19 16:32:28
112,1,2024-07-29 14:45:41
113,3,2024-07-12 14:58:17
114,2,2024-07-07 21:45:51
115,1,2024-07-04 11:48:55
116,3,2024-07-16 7:23:43
117,3,2024-07-27 0:50:00
118,2,2024-07-22 7:37:22
119,1,2024-07-12 17:13:46
120,3,2024-07-24 21:27:10
121,2,2024-07-10 0:52:18
122,1,2024-07-31 2:22:08
123,2,2024-07-13 17:07:48
124,1,2024-07-05 1:35:22
125,1,2024-07-23 13:45:00
126,1,2024-07-24 10:06:23
127,3,2024-07-29 9:46:12
128,3,2024-07-01 5:24:53
129,2,2024-07-17 2:15:29
130,3,2024-07-13 14:50:17
131,2,2024-07-29 2:47:04
132,2,2024-07-14 12:42:20
133,3,2024-07-27 2:07:09
134,2,2024-07-03 9:42:01
135,2,2024-07-25 14:54:33
136,2,2024-07-01 9:45:34
137,3,2024-07-15 12:06:46
138,1,2024-07-15 23:42:23
139,3,2024-07-19 3:28:12
140,2,2024-07-15 19:36:43
141,1,2024-07-24 7:27:44
142,1,2024-07-25 3:25:31
143,1,2024-07-19 6:50:32
144,2,2024-07-20 6:13:40
145,2,2024-07-01 23:46:55
146,1,2024-07-14 22:15:11
147,3,2024-07-18 17:36:09
148,1,2024-07-29 21:16:22
149,2,2024-07-18 3:19:15
150,1,2024-07-31 18:53:38
151,1,2024-07-03 1:08:19
152,2,2024-07-24 15:45:45
153,1,2024-07-08 13:02:15
154,2,2024-07-18 15:00:15
155,3,2024-07-22 20:47:54
156,1,2024-07-11 17:50:45
157,2,2024-07-07 11:53:53
158,2,2024-07-22 3:01:33
159,3,2024-07-11 2:53:42
160,3,2024-07-08 13:13:59
161,2,2024-07-21 19:41:59
162,3,2024-07-18 19:46:54
163,1,2024-07-31 12:22:15
164,3,2024-07-17 12:10:23
165,2,2024-07-31 8:17:50
166,1,2024-07-09 20:07:49
167,1,2024-07-05 13:41:02
168,3,2024-07-15 1:09:49
169,1,2024-07-14 13:25:18
170,2,2024-07-26 15:39:11
171,3,2024-07-19 8:08:33
172,3,2024-07-25 13:11:03
173,3,2024-07-23 15:41:45
174,1,2024-07-01 10:33:49
175,1,2024-07-12 0:27:29
176,2,2024-07-26 3:17:58
177,1,2024-07-25 13:45:31
178,1,2024-07-17 17:08:14
179,1,2024-07-28 16:15:47
180,3,2024-07-16 18:18:51
181,2,2024-07-04 15:57:34
182,3,2024-07-15 1:13:56
183,3,2024-07-20 20:04:37
184,1,2024-07-11 13:00:38
185,2,2024-07-31 20:58:52
186,2,2024-07-05 2:58:06
187,3,2024-07-01 5:32:14
188,2,2024-07-30 16:27:30
189,3,2024-07-19 10:31:24
190,2,2024-07-30 3:10:45
191,1,2024-07-30 22:55:52
192,2,2024-07-12 21:47:31
193,1,2024-07-08 19:52:39
194,3,2024-07-25 22:19:35
195,3,2024-07-05 1:10:50
196,3,2024-07-03 18:08:09
197,3,2024-07-07 22:40:37
198,3,2024-07-05 22:39:53
199,1,2024-07-01 21:31:17
200,3,2024-07-15 1:33:43
201,2,2024-07-24 11:02:20
202,3,2024-07-21 17:14:38
203,1,2024-07-31 4:27:37
204,2,2024-07-27 19:36:56
205,2,2024-07-21 21:15:42
206,3,2024-07-10 12:11:10
207,1,2024-07-16 20:29:16
208,1,2024-07-04 0:06:21
209,1,2024-07-10 5:55:23
210,2,2024-07-28 20:56:21
211,1,2024-07-23 9:10:04
212,2,2024-07-01 18:24:30
213,3,2024-07-24 7:08:16
214,1,2024-07-10 19:16:58
215,3,2024-07-09 5:53:05
216,3,2024-07-01 17:32:11
217,3,2024-07-21 5:20:27
218,3,2024-07-12 22:42:51
219,2,2024-07-22 12:57:07
220,1,2024-07-20 17:24:25
221,2,2024-07-22 13:10:48
222,3,2024-07-23 3:57:17
223,1,2024-07-25 14:19:41
224,3,2024-07-05 6:27:05
225,1,2024-07-03 4:23:07
226,2,2024-07-07 3:57:24
227,2,2024-07-13 20:28:54
228,2,2024-07-06 22:05:57
229,1,2024-07-09 1:37:45
230,3,2024-07-10 7:33:33
231,2,2024-07-31 18:19:11
232,3,2024-07-06 8:32:53
233,1,2024-07-22 8:43:58
234,1,2024-07-12 21:46:53
235,1,2024-07-09 3:45:32
236,1,2024-07-02 6:23:15
237,2,2024-07-08 17:50:38
238,1,2024-07-11 11:43:04
239,2,2024-07-30 11:57:29
240,2,2024-07-21 9:02:45
241,1,2024-07-23 13:52:03
242,2,2024-07-18 3:24:18
243,3,2024-07-11 0:00:06
244,3,2024-07-19 9:01:55
245,1,2024-07-02 6:12:33
246,3,2024-07-08 0:08:53
247,1,2024-07-08 3:12:26
248,2,2024-07-06 19:07:31
249,3,2024-07-28 7:39:59
250,2,2024-07-27 4:09:36
251,3,2024-07-19 12:37:34
252,1,2024-07-24 12:32:36
253,1,2024-07-02 22:13:03
254,2,2024-07-04 12:45:29
255,2,2024-07-14 21:29:02
256,3,2024-07-30 1:38:52
257,3,2024-07-31 5:44:09
258,2,2024-07-13 11:07:06
259,1,2024-07-02 16:51:37
260,1,2024-07-01 9:19:55
261,2,2024-07-09 3:10:51
262,2,2024-07-31 9:18:55
263,1,2024-07-31 10:36:22
264,1,2024-07-27 18:48:41
265,2,2024-07-18 4:12:35
266,1,2024-07-09 22:27:59
267,2,2024-07-03 22:50:49
268,3,2024-07-29 0:50:13
269,2,2024-07-10 15:01:19
270,1,2024-07-10 6:14:02
271,1,2024-07-03 1:21:33
272,3,2024-07-15 16:13:45
273,1,2024-07-19 1:08:06
274,1,2024-07-18 20:05:45
275,2,2024-07-15 1:36:34
276,1,2024-07-29 6:05:34
277,2,2024-07-16 12:57:34
278,2,2024-07-18 22:09:44
279,1,2024-07-26 13:00:26
280,1,2024-07-29 1:44:35
281,1,2024-07-16 12:43:20
282,3,2024-07-09 23:04:20
283,2,2024-07-07 4:31:53
284,1,2024-07-23 5:22:02
285,3,2024-07-26 16:08:05
286,2,2024-07-23 12:30:33
287,1,2024-07-31 22:03:56
288,1,2024-07-29 14:28:54
289,3,2024-07-10 3:38:14
290,2,2024-07-09 17:56:25
291,1,2024-07-16 13:32:55
292,2,2024-07-23 14:41:51
293,2,2024-07-23 15:31:08
294,2,2024-07-11 4:04:09
295,3,2024-07-21 9:23:54
296,3,2024-07-27 10:44:06
297,3,2024-07-19 8:50:51
298,3,2024-07-18 18:53:18
299,2,2024-07-13 11:05:25
300,3,2024-07-06 19:43:55
301,3,2024-07-19 13:28:58
302,2,2024-07-01 19:03:07
303,1,2024-07-03 2:25:55
304,3,2024-07-01 10:07:02
305,2,2024-07-08 20:31:36
306,2,2024-07-02 7:50:37
307,2,2024-07-28 22:48:04
308,1,2024-07-28 17:49:14
309,2,2024-07-18 20:49:21
310,3,2024-07-08 9:29:13
311,1,2024-07-19 18:39:19
312,2,2024-07-07 20:17:19
313,1,2024-07-28 17:53:57
314,1,2024-07-22 13:11:42
315,1,2024-07-12 2:11:27
316,2,2024-07-26 16:15:51
317,1,2024-07-15 20:42:12
318,2,2024-07-10 19:08:09
319,2,2024-07-20 0:59:06
320,3,2024-07-06 21:11:02
321,2,2024-07-10 18:08:25
322,1,2024-07-06 8:58:16
323,2,2024-07-06 7:52:36
324,2,2024-07-01 19:59:44
325,1,2024-07-29 0:18:04
326,3,2024-07-14 16:02:48
327,2,2024-07-23 14:11:17
328,1,2024-07-26 9:32:12
329,1,2024-07-12 4:04:18
330,3,2024-07-26 0:08:33
331,3,2024-07-24 19:01:48
332,1,2024-07-25 9:15:50
333,1,2024-07-21 13:37:27
334,2,2024-07-30 2:23:49
335,2,2024-07-13 9:38:15
336,1,2024-07-03 17:56:36
337,1,2024-07-23 13:45:07
338,2,2024-07-30 1:05:54
339,1,2024-07-21 16:24:24
340,1,2024-07-25 20:06:13
341,2,2024-07-30 16:04:37
342,2,2024-07-26 16:13:23
343,1,2024-07-16 8:35:33
344,3,2024-07-12 23:11:14
345,2,2024-07-22 13:46:22
346,1,2024-07-31 3:40:33
347,3,2024-07-19 10:18:50
348,2,2024-07-24 6:36:51
349,1,2024-07-21 16:56:55
350,2,2024-07-26 15:34:28
351,3,2024-07-30 13:13:02
352,3,2024-07-07 3:01:15
353,2,2024-07-20 15:47:51
354,2,2024-07-02 2:09:32
355,3,2024-07-12 20:34:57
356,3,2024-07-25 7:24:37
357,2,2024-07-13 21:46:21
358,2,2024-07-19 10:03:35
359,2,2024-07-01 22:56:27
360,1,2024-07-19 21:59:43
361,3,2024-07-17 21:52:03
362,1,2024-07-05 2:12:44
363,1,2024-07-05 1:23:50
364,2,2024-07-14 15:46:39
365,3,2024-07-11 20:33:26
366,3,2024-07-19 14:52:31
367,2,2024-07-24 12:15:57
368,1,2024-07-20 11:04:28
369,1,2024-07-26 1:00:36
370,3,2024-07-06 19:43:53
371,2,2024-07-22 16:47:12
372,3,2024-07-31 23:50:20
373,2,2024-07-08 19:24:31
374,2,2024-07-19 16:21:01
375,1,2024-07-25 14:03:12
376,2,2024-07-29 7:14:17
377,2,2024-07-09 20:41:04
378,1,2024-07-03 6:17:32
379,1,2024-07-15 16:53:03
380,1,2024-07-02 9:40:50
381,2,2024-07-30 5:56:24
382,1,2024-07-11 6:45:58
383,1,2024-07-03 9:51:41
384,3,2024-07-04 4:04:53
385,2,2024-07-25 18:43:51
386,3,2024-07-23 7:38:28
387,3,2024-07-09 9:30:03
388,2,2024-07-01 22:29:05
389,1,2024-07-10 3:35:35
390,2,2024-07-09 13:43:07
391,1,2024-07-09 12:52:05
392,3,2024-07-14 15:52:07
393,2,2024-07-05 21:31:26
394,3,2024-07-14 1:37:48
395,3,2024-07-05 14:50:42
396,3,2024-07-14 6:18:25
397,1,2024-07-12 11:53:30
398,2,2024-07-19 11:19:12
399,2,2024-07-11 7:29:22
400,3,2024-07-12 9:01:34
401,1,2024-07-20 9:51:54
402,1,2024-07-27 6:32:55
403,2,2024-07-03 14:20:43
404,2,2024-07-22 21:38:31
405,3,2024-07-22 14:41:23
406,2,2024-07-08 17:43:18
407,1,2024-07-25 5:30:59
408,1,2024-07-23 9:13:03
409,3,2024-07-13 3:34:52
410,1,2024-07-11 20:24:00
411,3,2024-07-07 6:14:43
412,2,2024-07-11 0:31:56
413,1,2024-07-08 11:18:40
414,2,2024-07-29 22:49:40
415,1,2024-07-27 12:45:07
416,1,2024-07-18 15:39:33
417,3,2024-07-17 1:27:49
418,2,2024-07-21 16:23:53
419,1,2024-07-23 5:30:06
420,1,2024-07-29 1:07:36
421,1,2024-07-17 18:38:31
422,1,2024-07-23 18:06:47
423,3,2024-07-13 10:34:29
424,1,2024-07-12 6:19:20
425,1,2024-07-05 20:52:37
426,3,2024-07-19 18:05:45
427,3,2024-07-22 6:37:42
428,2,2024-07-03 18:35:05
429,1,2024-07-10 20:46:43
430,3,2024-07-26 6:00:43
431,3,2024-07-07 7:04:39
432,3,2024-07-22 8:47:02
433,3,2024-07-19 14:47:43
434,2,2024-07-03 2:19:04
435,1,2024-07-26 4:24:20
436,1,2024-07-02 7:35:06
437,2,2024-07-30 14:22:20
438,3,2024-07-09 4:44:09
439,2,2024-07-03 7:22:12
440,2,2024-07-16 4:33:16
441,2,2024-07-15 23:51:49
442,2,2024-07-19 23:16:22
443,3,2024-07-14 14:34:32
444,3,2024-07-29 5:14:47
445,2,2024-07-12 17:33:18
446,2,2024-07-28 17:55:34
447,3,2024-07-21 18:35:41
448,2,2024-07-02 12:00:49
449,3,2024-07-08 15:59:16
450,2,2024-07-04 5:41:59
451,1,2024-07-03 20:22:36
452,1,2024-07-31 17:49:36
453,3,2024-07-01 15:55:22
454,1,2024-07-29 3:47:03
455,2,2024-07-31 18:55:19
456,3,2024-07-27 16:51:18
457,2,2024-07-27 20:14:43
458,2,2024-07-19 14:26:01
459,2,2024-07-04 14:32:05
460,3,2024-07-07 12:16:05
461,2,2024-07-13 7:22:31
462,3,2024-07-18 0:01:32
463,2,2024-07-12 2:00:40
464,3,2024-07-27 2:13:54
465,1,2024-07-18 21:28:36
466,2,2024-07-03 18:29:18
467,3,2024-07-22 20:08:31
468,1,2024-07-16 7:30:47
469,1,2024-07-23 20:04:58
470,3,2024-07-31 16:52:29
471,2,2024-07-23 23:47:30
472,2,2024-07-30 20:46:22
473,1,2024-07-03 11:30:51
474,1,2024-07-09 7:28:57
475,3,2024-07-19 16:20:43
476,3,2024-07-22 16:46:09
477,2,2024-07-05 19:21:07
478,3,2024-07-09 5:02:58
479,2,2024-07-18 14:37:26
480,3,2024-07-20 4:06:46
481,3,2024-07-20 2:18:08
482,1,2024-07-15 12:50:21
483,3,2024-07-28 15:18:53
484,3,2024-07-21 11:00:36
485,2,2024-07-07 13:28:11
486,1,2024-07-23 22:05:22
487,1,2024-07-03 8:07:15
488,2,2024-07-10 7:13:48
489,1,2024-07-11 18:39:51
490,3,2024-07-26 9:04:26
491,2,2024-07-11 11:45:54
492,3,2024-07-14 18:15:10
493,3,2024-07-22 4:36:32
494,1,2024-07-25 7:00:00
495,2,2024-07-09 21:36:45
496,1,2024-07-01 1:40:27
497,3,2024-07-05 21:51:41
498,2,2024-07-26 14:14:05
499,2,2024-07-29 9:42:25
500,1,2024-07-26 18:36:51
501,2,2024-07-23 5:53:37
502,2,2024-07-18 16:17:19
503,2,2024-07-23 5:45:59
504,2,2024-07-24 1:52:32
505,1,2024-07-24 20:34:28
506,1,2024-07-05 23:25:55
507,1,2024-07-09 16:55:01
508,2,2024-07-09 17:41:54
509,3,2024-07-24 5:11:49
510,2,2024-07-02 8:27:40
511,2,2024-07-23 6:25:12
512,3,2024-07-12 20:52:10
513,1,2024-07-11 7:56:38
514,1,2024-07-01 4:05:15
515,1,2024-07-22 2:55:33
516,2,2024-07-23 8:37:53
517,1,2024-07-18 10:51:10
518,3,2024-07-21 3:12:56
519,2,2024-07-21 9:00:42
520,3,2024-07-19 19:31:40
521,1,2024-07-10 16:00:03
522,2,2024-07-29 17:01:26
523,1,2024-07-09 11:29:02
524,3,2024-07-20 16:14:38
525,2,2024-07-22 10:49:05
526,1,2024-07-09 1:27:51
527,3,2024-07-28 22:15:11
528,3,2024-07-28 11:00:50
529,1,2024-07-07 21:12:02
530,1,2024-07-30 0:03:14
531,1,2024-07-24 14:47:04
532,1,2024-07-19 2:56:28
533,3,2024-07-06 20:36:30
534,3,2024-07-29 13:50:45
535,3,2024-07-25 17:51:16
536,3,2024-07-04 12:28:48
537,3,2024-07-16 11:32:35
538,2,2024-07-21 17:13:15
539,3,2024-07-19 12:56:49
540,2,2024-07-25 7:22:21
541,3,2024-07-19 2:07:30
542,2,2024-07-29 20:03:09
543,3,2024-07-17 13:27:34
544,2,2024-07-22 14:36:13
545,2,2024-07-30 16:21:32
546,3,2024-07-10 12:27:36
547,1,2024-07-19 13:53:39
548,1,2024-07-12 15:15:18
549,3,2024-07-09 12:40:57
550,2,2024-07-11 4:25:09
551,2,2024-07-31 3:19:34
552,2,2024-07-03 17:11:55
553,1,2024-07-08 2:06:23
554,3,2024-07-05 1:09:04
555,2,2024-07-24 21:11:58
556,1,2024-07-04 19:38:36
557,2,2024-07-22 10:18:43
558,1,2024-07-10 9:47:57
559,2,2024-07-16 12:29:36
560,1,2024-07-03 13:33:20
561,2,2024-07-05 7:48:38
562,3,2024-07-14 19:04:05
563,1,2024-07-04 21:16:09
564,2,2024-07-25 9:10:46
565,1,2024-07-26 0:58:07
566,3,2024-07-01 11:07:58
567,3,2024-07-17 22:23:02
568,2,2024-07-28 17:55:21
569,3,2024-07-26 18:23:59
570,1,2024-07-13 21:00:44
571,1,2024-07-24 10:31:09
572,2,2024-07-10 17:47:26
573,1,2024-07-21 4:22:28
574,2,2024-07-01 3:02:30
575,3,2024-07-19 23:23:39
576,2,2024-07-05 7:09:47
577,2,2024-07-29 3:15:39
578,2,2024-07-20 8:27:31
579,1,2024-07-01 12:52:10
580,1,2024-07-12 5:21:11
581,3,2024-07-14 20:09:32
582,2,2024-07-16 4:02:51
583,3,2024-07-07 3:19:13
584,3,2024-07-28 9:41:09
585,3,2024-07-02 5:48:33
586,1,2024-07-17 8:40:23
587,1,2024-07-27 4:14:51
588,3,2024-07-15 20:26:12
589,1,2024-07-19 9:06:02
590,2,2024-07-10 22:44:04
591,2,2024-07-04 11:55:17
592,2,2024-07-23 6:39:46
593,1,2024-07-19 3:32:19
594,3,2024-07-04 16:56:12
595,2,2024-07-06 6:23:09
596,3,2024-07-05 0:09:53
597,1,2024-07-05 4:49:47
598,2,2024-07-02 13:43:33
599,1,2024-07-10 17:57:48
600,3,2024-07-29 19:58:56
601,1,2024-07-16 18:06:32
602,2,2024-07-28 17:56:22
603,3,2024-07-03 3:30:32
604,2,2024-07-09 7:39:23
605,2,2024-07-02 5:10:42
606,1,2024-07-11 14:34:00
607,3,2024-07-18 6:40:26
608,1,2024-07-28 22:07:14
609,3,2024-07-28 21:32:04
610,2,2024-07-02 6:09:12
611,2,2024-07-10 4:10:30
612,3,2024-07-06 8:12:28
613,3,2024-07-15 22:12:59
614,1,2024-07-23 1:44:34
615,1,2024-07-18 19:31:53
616,1,2024-07-05 5:59:03
617,1,2024-07-01 7:30:14
618,1,2024-07-16 21:54:07
619,3,2024-07-13 15:57:03
620,1,2024-07-05 8:02:17
621,2,2024-07-26 12:25:12
622,3,2024-07-07 17:18:24
623,3,2024-07-21 3:31:01
624,2,2024-07-19 15:08:11
